Age (Days),Case Number,Closed Date,Geolocation (Latitude),Geolocation (Longitude),Opened Date,Problem Category,Public Description,SAP URL,Status,Subject,block_group,count,geoid,tract,lighting_count,Id,Id2,Estimate; Median age -- - Total:,Estimate; Median age -- - Male,Estimate; Median age -- - Female,Estimate; Total,Estimate; Not Hispanic or Latino:,Estimate; Not Hispanic or Latino: - White alone,Estimate; Not Hispanic or Latino: - Black or African American alone,Estimate; Not Hispanic or Latino: - American Indian and Alaska Native alone,Estimate; Not Hispanic or Latino: - Asian alone,Estimate; Not Hispanic or Latino: - Native Hawaiian and Other Pacific Islander alone,Estimate; Not Hispanic or Latino: - Some other race alone,Estimate; Not Hispanic or Latino: - Two or more races:,Estimate; Not Hispanic or Latino: - Two or more races: - Two races including Some other race,"Estimate; Not Hispanic or Latino: - Two or more races: - Two races excluding Some other race, and three or more races",Estimate; Hispanic or Latino:,"Estimate; Total: - Less than $10,000","Estimate; Total: - $10,000 to $14,999","Estimate; Total: - $15,000 to $19,999","Estimate; Total: - $20,000 to $24,999","Estimate; Total: - $25,000 to $29,999","Estimate; Total: - $30,000 to $34,999","Estimate; Total: - $35,000 to $39,999","Estimate; Total: - $40,000 to $44,999","Estimate; Total: - $45,000 to $49,999","Estimate; Total: - $50,000 to $59,999","Estimate; Total: - $60,000 to $74,999","Estimate; Total: - $75,000 to $99,999","Estimate; Total: - $100,000 to $124,999","Estimate; Total: - $125,000 to $149,999","Estimate; Total: - $150,000 to $199,999","Estimate; Total: - $200,000 or more",Estimate; Median household income in the past 12 months (in 2014 Inflation-adjusted dollars),Estimate; Total: - With public assistance income,Estimate; Total: - No public assistance income,Estimate; Per capita income in the past 12 months (in 2014 Inflation-adjusted dollars),Estimate; Total: - Owner occupied,Estimate; Total: - Renter occupied,Estimate; With cash rent: - Less than $100,Estimate; With cash rent: - $100 to $149,Estimate; With cash rent: - $150 to $199,Estimate; With cash rent: - $200 to $249,Estimate; With cash rent: - $250 to $299,Estimate; With cash rent: - $300 to $349,Estimate; With cash rent: - $350 to $399,Estimate; With cash rent: - $400 to $449,Estimate; With cash rent: - $450 to $499,Estimate; With cash rent: - $500 to $549,Estimate; With cash rent: - $550 to $599,Estimate; With cash rent: - $600 to $649,Estimate; With cash rent: - $650 to $699,Estimate; With cash rent: - $700 to $749,Estimate; With cash rent: - $750 to $799,Estimate; With cash rent: - $800 to $899,Estimate; With cash rent: - $900 to $999,"Estimate; With cash rent: - $1,000 to $1,249","Estimate; With cash rent: - $1,250 to $1,499","Estimate; With cash rent: - $1,500 to $1,999","Estimate; With cash rent: - $2,000 or more",Estimate; No cash rent,Estimate; Median value (dollars)
19,98947,,32.84678975,-117.2738829,8/11/16,Street Light,STREET LIGHTS OUT 3 BLOCKS IN BOTH DIRECTIONS,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000032z7NAAQ,Duplicate,"Light Out at 1044 WALL ST, 92037",3.0,1,60730082003.0,8200.0,1,1500000US060730082003,60730082003.0,43.4,42.9,43.4,845.0,785.0,714.0,1.0,0.0,58.0,0.0,0.0,12.0,0.0,12.0,60.0,15.0,0.0,0.0,7.0,9.0,0.0,21.0,22.0,0.0,33.0,66.0,27.0,0.0,12.0,40.0,154.0,146250,0.0,406.0,95537,216.0,190.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,16.0,38.0,41.0,43.0,9.0,"1,000,000+"
19,98979,,32.95527333,-117.0918873,8/11/16,Street Light,Street light is out.,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000032zbDAAQ,Assigned,"Street Light Light Out at 13230 Old Sycamore Dr, San Diego, CA 92128, USA",2.0,1,60730170392.0,17039.0,1,1500000US060730170392,60730170392.0,34.3,32.6,38.0,3526.0,3350.0,1699.0,34.0,0.0,1293.0,0.0,0.0,324.0,0.0,324.0,176.0,38.0,0.0,118.0,8.0,12.0,35.0,21.0,80.0,15.0,72.0,220.0,246.0,153.0,113.0,175.0,125.0,86442,10.0,1421.0,44553,846.0,585.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,103.0,206.0,118.0,115.0,0.0,357400
19,99020,,32.8037937,-117.2592976,8/11/16,Street Light,Lights are out here and up and down the block including Wilbur,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000032znYAAQ,Assigned,"Street Light Light Out at 4946 Crystal Drive, San Diego, CA, United States",3.0,1,60730080033.0,8003.0,1,1500000US060730080033,60730080033.0,37.4,37.8,34.5,982.0,833.0,670.0,48.0,0.0,102.0,0.0,0.0,13.0,0.0,13.0,149.0,67.0,11.0,0.0,45.0,24.0,0.0,10.0,0.0,15.0,11.0,25.0,59.0,98.0,37.0,86.0,32.0,94797,0.0,520.0,56708,79.0,441.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,11.0,33.0,19.0,198.0,124.0,28.0,757800
19,99023,,32.771067,-117.10549,8/11/16,Street Light,Light at 4165 Middlesex Drive is out as is the one at Edgeware Road and East Bedford Drive intersection (at the end of Edgeware Road where it intersects with East Bedford Drive).,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000032zoCAAQ,Assigned,Street Light Light Out at 4165 Middlesex Drive 92116,1.0,1,60730020011.0,2001.0,1,1500000US060730020011,60730020011.0,54.1,56.2,51.9,1178.0,1110.0,915.0,47.0,0.0,135.0,0.0,6.0,7.0,0.0,7.0,68.0,0.0,0.0,7.0,8.0,0.0,17.0,0.0,11.0,20.0,0.0,44.0,101.0,104.0,7.0,73.0,115.0,110647,0.0,507.0,62151,409.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,47.0,38.0,0.0,793400
19,99025,,32.70523189,-117.1516676,8/11/16,Street Light,PER CONSUMER THERE IS A STREET LIGHT OUT AT,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000032zoqAAA,Assigned,"Light Out at 1450 COMMERCIAL ST, 92113",2.0,1,60730051002.0,5100.0,1,1500000US060730051002,60730051002.0,35.6,37.6,31.9,5317.0,4086.0,2821.0,821.0,30.0,226.0,5.0,0.0,183.0,9.0,174.0,1231.0,359.0,321.0,113.0,260.0,65.0,68.0,89.0,125.0,70.0,71.0,57.0,215.0,217.0,59.0,204.0,110.0,35435,80.0,2323.0,31216,441.0,1962.0,30.0,0.0,0.0,28.0,0.0,0.0,10.0,29.0,59.0,104.0,98.0,183.0,154.0,76.0,59.0,35.0,73.0,202.0,157.0,304.0,331.0,30.0,382700
19,99029,,32.80309074,-117.2574994,8/11/16,Street Light,ST LIGHTS OUT ON BOTH SIDES OF ST,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000032zpZAAQ,Assigned,"Light Out at 800 BERYL ST, 92109",3.0,1,60730080033.0,8003.0,1,1500000US060730080033,60730080033.0,37.4,37.8,34.5,982.0,833.0,670.0,48.0,0.0,102.0,0.0,0.0,13.0,0.0,13.0,149.0,67.0,11.0,0.0,45.0,24.0,0.0,10.0,0.0,15.0,11.0,25.0,59.0,98.0,37.0,86.0,32.0,94797,0.0,520.0,56708,79.0,441.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,11.0,33.0,19.0,198.0,124.0,28.0,757800
19,99031,,32.783254,-117.050036,8/11/16,Street Light,street light has been out for several months.,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000032zptAAA,Duplicate,"Street Light Light Out at 5895 Ciudad Leon Court, San Diego, CA, United States",1.0,1,60730097061.0,9706.0,1,1500000US060730097061,60730097061.0,57.3,53.5,59.1,1203.0,1010.0,948.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,193.0,17.0,0.0,0.0,0.0,54.0,0.0,0.0,13.0,16.0,0.0,42.0,49.0,52.0,0.0,51.0,169.0,107228,0.0,463.0,97228,390.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,44.0,0.0,761100
31,96678,,32.8090193,-117.1513673,7/30/16,Street Light,Streetlight is on during the day.  Please fix it so the light can last longer.,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000001ugFdAAI,Assigned,"Street Light Light On During Day at 3416-3666 Kearny Villa Rd, San Diego, CA 92123, USA",1.0,1,60730092011.0,9201.0,1,1500000US060730092011,60730092011.0,28.2,28.3,28.0,1473.0,1177.0,407.0,350.0,0.0,340.0,0.0,0.0,80.0,0.0,80.0,296.0,0.0,30.0,27.0,11.0,26.0,9.0,22.0,0.0,33.0,44.0,82.0,66.0,36.0,51.0,11.0,10.0,66103,23.0,435.0,24470,50.0,408.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,9.0,7.0,59.0,39.0,162.0,109.0,0.0,433300
19,99033,,32.74226143,-117.1299849,8/11/16,Street Light,,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000032zq8AAA,Assigned,Street Light Light Out at 3501?3511 30th St,2.0,1,60730014002.0,1400.0,1,1500000US060730014002,60730014002.0,44.0,56.6,33.8,742.0,635.0,579.0,13.0,0.0,19.0,0.0,0.0,24.0,0.0,24.0,107.0,12.0,43.0,11.0,0.0,37.0,18.0,0.0,15.0,9.0,18.0,27.0,44.0,32.0,10.0,45.0,79.0,90000,0.0,400.0,65578,277.0,123.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,25.0,9.0,17.0,24.0,28.0,8.0,0.0,566700
19,99040,,32.9556011,-117.092922,8/11/16,Street Light,"Street light is on the cross street of old sycamore drive and scabard place, San Diego, 92128The area is very dark at night.",https://getitdone.force.com//TSWViewReportDetail?Id=500t00000032zrfAAA,Assigned,"Street Light Light Out at Old Sycamore Drive, San Diego, CA, United States",2.0,1,60730170392.0,17039.0,1,1500000US060730170392,60730170392.0,34.3,32.6,38.0,3526.0,3350.0,1699.0,34.0,0.0,1293.0,0.0,0.0,324.0,0.0,324.0,176.0,38.0,0.0,118.0,8.0,12.0,35.0,21.0,80.0,15.0,72.0,220.0,246.0,153.0,113.0,175.0,125.0,86442,10.0,1421.0,44553,846.0,585.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,103.0,206.0,118.0,115.0,0.0,357400
18,99045,,32.8162196,-117.1851745,8/12/16,Street Light,"The Street Light at the intersection of Mt. Alifan Drive and Mt. Aguilar is out and has been for some time.  This is the street light on the Mt. Alifan (North) side of the intersection, where the sidewalk is continuous (the intersection is a T shape).",https://getitdone.force.com//TSWViewReportDetail?Id=500t00000032zueAAA,Assigned,"Street Light Light Out at Mount Alifan Drive, San Diego, CA, United States",1.0,1,60730085121.0,8512.0,1,1500000US060730085121,60730085121.0,44.6,38.5,53.8,608.0,577.0,478.0,12.0,0.0,49.0,0.0,0.0,38.0,0.0,38.0,31.0,32.0,49.0,10.0,24.0,0.0,0.0,0.0,10.0,20.0,12.0,22.0,58.0,23.0,28.0,0.0,10.0,53333,0.0,298.0,31041,271.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,1.0,0.0,333400
18,99063,,32.9552567,-117.0918776,8/12/16,Street Light,"Street light out at t-section Old Sycamore and Scabard Place in San Diego, CA 92128.",https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003317jAAA,Assigned,Street Light Light Out at old sycamore drive & scabard place,2.0,1,60730170392.0,17039.0,1,1500000US060730170392,60730170392.0,34.3,32.6,38.0,3526.0,3350.0,1699.0,34.0,0.0,1293.0,0.0,0.0,324.0,0.0,324.0,176.0,38.0,0.0,118.0,8.0,12.0,35.0,21.0,80.0,15.0,72.0,220.0,246.0,153.0,113.0,175.0,125.0,86442,10.0,1421.0,44553,846.0,585.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,103.0,206.0,118.0,115.0,0.0,357400
18,99078,,32.70989676,-117.161111,8/12/16,Street Light,Mid lights on during day time hours,https://getitdone.force.com//TSWViewReportDetail?Id=500t000000331enAAA,Assigned,Street Light Light On During Day at 430 4th Ave,4.0,1,60730054004.0,5400.0,1,1500000US060730054004,60730054004.0,36.2,39.5,31.4,3039.0,2683.0,1868.0,237.0,0.0,346.0,0.0,0.0,232.0,0.0,232.0,356.0,207.0,192.0,35.0,67.0,104.0,140.0,24.0,29.0,0.0,14.0,191.0,292.0,213.0,77.0,96.0,406.0,81432,24.0,2063.0,75782,492.0,1595.0,0.0,0.0,0.0,0.0,12.0,0.0,23.0,0.0,0.0,50.0,0.0,0.0,73.0,118.0,62.0,79.0,142.0,66.0,24.0,269.0,511.0,166.0,453200
18,99081,,32.70864015,-117.1608801,8/12/16,Street Light,,https://getitdone.force.com//TSWViewReportDetail?Id=500t000000331iGAAQ,Assigned,Street Light Light On During Day at 301?399 4th Ave,1.0,1,60730054001.0,5400.0,1,1500000US060730054001,60730054001.0,51.5,46.9,51.9,631.0,480.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.0,36.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,42.0,23.0,25.0,0.0,46.0,98.0,112.0,153750,0.0,420.0,184088,240.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,119.0,36.0,664300
18,99083,,32.71151506,-117.0844252,8/12/16,Street Light,Street Light Out,https://getitdone.force.com//TSWViewReportDetail?Id=500t000000331k2AAA,Assigned,"Light Out at 51ST ST & ROSWELL ST,, 92114",2.0,1,60730030012.0,3001.0,1,1500000US060730030012,60730030012.0,29.1,31.7,26.5,1889.0,540.0,21.0,452.0,0.0,39.0,0.0,0.0,28.0,0.0,28.0,1349.0,31.0,42.0,36.0,51.0,62.0,34.0,0.0,19.0,8.0,9.0,66.0,67.0,63.0,12.0,7.0,8.0,40625,24.0,491.0,16014,311.0,204.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,21.0,31.0,21.0,12.0,0.0,0.0,25.0,249700
18,99084,,32.70960951,-117.1601494,8/12/16,Street Light,,https://getitdone.force.com//TSWViewReportDetail?Id=500t000000331lKAAQ,Assigned,"Street Light Light On During Day at 450 5th Ave, San Diego, Ca",4.0,1,60730054004.0,5400.0,1,1500000US060730054004,60730054004.0,36.2,39.5,31.4,3039.0,2683.0,1868.0,237.0,0.0,346.0,0.0,0.0,232.0,0.0,232.0,356.0,207.0,192.0,35.0,67.0,104.0,140.0,24.0,29.0,0.0,14.0,191.0,292.0,213.0,77.0,96.0,406.0,81432,24.0,2063.0,75782,492.0,1595.0,0.0,0.0,0.0,0.0,12.0,0.0,23.0,0.0,0.0,50.0,0.0,0.0,73.0,118.0,62.0,79.0,142.0,66.0,24.0,269.0,511.0,166.0,453200
18,99096,,32.7624589,-117.1445445,8/12/16,Street Light,"At 1919 Adams Avenue, the double acorn streetlight has abroken globe on the sidewalk side of the street.  The luminaire is still attached, but not working.",https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003321mAAA,Assigned,"Street Light Light Out at 1919 Adams Avenue, San Diego, CA, United States",1.0,1,60730010001.0,1000.0,1,1500000US060730010001,60730010001.0,36.0,36.2,35.9,1077.0,1046.0,960.0,7.0,0.0,37.0,0.0,0.0,42.0,11.0,31.0,31.0,16.0,11.0,0.0,36.0,25.0,4.0,0.0,18.0,71.0,24.0,87.0,130.0,48.0,44.0,14.0,15.0,70568,0.0,543.0,40055,194.0,349.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,28.0,10.0,92.0,99.0,72.0,14.0,12.0,318100
18,99099,,32.7632112,-117.1342071,8/12/16,Street Light,"At 2740 Adams Avenue, the single acorn streetlight is on during the day.",https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003323xAAA,Assigned,"Street Light Light On During Day at 2740 Adams Avenue, San Diego, CA, United States",3.0,1,60730011003.0,1100.0,1,1500000US060730011003,60730011003.0,34.1,33.7,34.2,732.0,459.0,403.0,27.0,0.0,20.0,0.0,0.0,9.0,0.0,9.0,273.0,42.0,34.0,37.0,7.0,26.0,42.0,17.0,10.0,37.0,38.0,33.0,28.0,39.0,15.0,14.0,0.0,43625,10.0,409.0,29778,122.0,297.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,10.0,54.0,24.0,56.0,99.0,22.0,5.0,10.0,315200
25,96716,8/25/16,32.71368695,-117.148568,7/30/16,Street Light,st light out missing light,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000001ugPxAAI,Closed,"Light Out at 17TH ST & F ST,, 92101",1.0,1,60730052001.0,5200.0,1,1500000US060730052001,60730052001.0,33.0,33.8,32.1,2700.0,2153.0,1358.0,326.0,0.0,349.0,16.0,12.0,92.0,0.0,92.0,547.0,257.0,51.0,61.0,91.0,47.0,115.0,0.0,92.0,57.0,159.0,91.0,71.0,177.0,28.0,98.0,70.0,45811,19.0,1446.0,38637,170.0,1295.0,0.0,0.0,13.0,44.0,0.0,14.0,0.0,0.0,12.0,15.0,30.0,48.0,0.0,17.0,0.0,9.0,153.0,193.0,315.0,349.0,69.0,14.0,325000
18,99123,,32.7723431,-117.1010856,8/12/16,Street Light,"After contacting dig alert, during process of installing new water meter, saw cutter cut through the curb while making his curb cut and hit the electrical conduit feeding the street light. dthomas@jacksondesignandremodeling.com",https://getitdone.force.com//TSWViewReportDetail?Id=500t000000333SjAAI,Assigned,"Street Light Light Out at 4348 Middlesex Drive, San Diego, CA, United States",2.0,1,60730020012.0,2001.0,1,1500000US060730020012,60730020012.0,45.6,47.6,43.9,1335.0,1307.0,1219.0,39.0,0.0,24.0,0.0,0.0,25.0,13.0,12.0,28.0,0.0,0.0,17.0,9.0,17.0,20.0,18.0,11.0,37.0,9.0,16.0,91.0,95.0,73.0,115.0,140.0,123500,7.0,661.0,70926,466.0,202.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,11.0,0.0,39.0,9.0,105.0,11.0,700400
18,99129,,32.7512265,-117.2218493,8/12/16,Street Light,"Multiple lights out from 3950 Leland St. to Bob/Burnett St. are out, have been out for 2 weeks. Concrete poles.",https://getitdone.force.com//TSWViewReportDetail?Id=500t000000333mPAAQ,Assigned,"Street Light Light Out at 3950 Leland Street, San Diego, CA, United States",2.0,1,60730068022.0,6802.0,1,1500000US060730068022,60730068022.0,32.2,30.3,37.9,2439.0,1858.0,1644.0,93.0,0.0,105.0,0.0,0.0,16.0,0.0,16.0,581.0,38.0,11.0,0.0,69.0,32.0,0.0,15.0,39.0,27.0,183.0,64.0,311.0,11.0,42.0,0.0,69.0,64495,42.0,869.0,31371,108.0,803.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,51.0,126.0,159.0,402.0,35.0,0.0,364700
18,99135,,32.9200143,-117.1045907,8/12/16,Street Light,ST LIGHT OUT,https://getitdone.force.com//TSWViewReportDetail?Id=500t000000333ryAAA,Duplicate,"Light Out at SCRIPPS RANCH BL & AFFINITY CT,, 92131",1.0,1,60730170431.0,17043.0,1,1500000US060730170431,60730170431.0,36.1,34.1,40.0,3410.0,3127.0,1830.0,45.0,0.0,1012.0,0.0,0.0,240.0,0.0,240.0,283.0,60.0,0.0,29.0,18.0,12.0,68.0,59.0,61.0,21.0,44.0,76.0,293.0,139.0,200.0,113.0,118.0,91141,14.0,1297.0,42611,709.0,602.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,26.0,137.0,315.0,91.0,0.0,352000
18,99141,,33.028869,-117.057108,8/12/16,Street Light,"The street light in front of this residence has been out for 3 weeks, strange cars are driving slowly through the CDS.",https://getitdone.force.com//TSWViewReportDetail?Id=500t000000333vCAAQ,Assigned,"Street Light Light Out at 17437 Plaza Destacado, San Diego, CA, United States",1.0,1,60730170191.0,17019.0,1,1500000US060730170191,60730170191.0,54.3,50.8,56.1,1672.0,1493.0,1386.0,0.0,0.0,107.0,0.0,0.0,0.0,0.0,0.0,179.0,12.0,13.0,14.0,60.0,11.0,108.0,42.0,23.0,79.0,40.0,13.0,74.0,74.0,120.0,13.0,70.0,55741,0.0,766.0,39994,615.0,151.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,24.0,12.0,102.0,0.0,511300
18,99145,,32.9200143,-117.1045907,8/12/16,Street Light,ST LIGHT OUT,https://getitdone.force.com//TSWViewReportDetail?Id=500t000000333xSAAQ,Assigned,"Light Out at SCRIPPS RANCH BL & AFFINITY CT,, 92131",1.0,1,60730170431.0,17043.0,1,1500000US060730170431,60730170431.0,36.1,34.1,40.0,3410.0,3127.0,1830.0,45.0,0.0,1012.0,0.0,0.0,240.0,0.0,240.0,283.0,60.0,0.0,29.0,18.0,12.0,68.0,59.0,61.0,21.0,44.0,76.0,293.0,139.0,200.0,113.0,118.0,91141,14.0,1297.0,42611,709.0,602.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,26.0,137.0,315.0,91.0,0.0,352000
18,99150,,32.9200143,-117.1045907,8/12/16,Street Light,ST LIGHT OUT,https://getitdone.force.com//TSWViewReportDetail?Id=500t000000333zyAAA,Assigned,"Light Out at SCRIPPS RANCH BL & AFFINITY CT,, 92131",1.0,1,60730170431.0,17043.0,1,1500000US060730170431,60730170431.0,36.1,34.1,40.0,3410.0,3127.0,1830.0,45.0,0.0,1012.0,0.0,0.0,240.0,0.0,240.0,283.0,60.0,0.0,29.0,18.0,12.0,68.0,59.0,61.0,21.0,44.0,76.0,293.0,139.0,200.0,113.0,118.0,91141,14.0,1297.0,42611,709.0,602.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,26.0,137.0,315.0,91.0,0.0,352000
18,99151,,32.9200143,-117.1045907,8/12/16,Street Light,ST LIGHT OUT,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003340lAAA,Acknowledged,"Light Out at SCRIPPS RANCH BL & MIRO CIR,, 92131",1.0,1,60730170431.0,17043.0,1,1500000US060730170431,60730170431.0,36.1,34.1,40.0,3410.0,3127.0,1830.0,45.0,0.0,1012.0,0.0,0.0,240.0,0.0,240.0,283.0,60.0,0.0,29.0,18.0,12.0,68.0,59.0,61.0,21.0,44.0,76.0,293.0,139.0,200.0,113.0,118.0,91141,14.0,1297.0,42611,709.0,602.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,26.0,137.0,315.0,91.0,0.0,352000
18,99153,,32.9200143,-117.1045907,8/12/16,Street Light,ST LIGHT OUT,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003342NAAQ,Assigned,"Light Out at SCRIPPS RANCH BL & MIRO CIR,, 92131",1.0,1,60730170431.0,17043.0,1,1500000US060730170431,60730170431.0,36.1,34.1,40.0,3410.0,3127.0,1830.0,45.0,0.0,1012.0,0.0,0.0,240.0,0.0,240.0,283.0,60.0,0.0,29.0,18.0,12.0,68.0,59.0,61.0,21.0,44.0,76.0,293.0,139.0,200.0,113.0,118.0,91141,14.0,1297.0,42611,709.0,602.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,26.0,137.0,315.0,91.0,0.0,352000
18,99192,,32.71252148,-117.1694997,8/12/16,Street Light,Second light west of the Kettner/G Street Intersection on the north side of G St is on 24/7,https://getitdone.force.com//TSWViewReportDetail?Id=500t000000334sdAAA,Assigned,"Street Light Light On During Day at 743-761 W G St, San Diego, CA 92101, USA",3.0,1,60730054003.0,5400.0,1,1500000US060730054003,60730054003.0,60.4,60.0,60.6,945.0,880.0,747.0,27.0,0.0,106.0,0.0,0.0,0.0,0.0,0.0,65.0,9.0,61.0,0.0,0.0,0.0,18.0,0.0,90.0,11.0,65.0,122.0,121.0,26.0,24.0,30.0,88.0,70509,0.0,665.0,79641,232.0,433.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,237.0,74.0,23.0,603700
18,99203,,32.7277894,-117.2461735,8/12/16,Street Light,Same area...Point Loma Avenue to Santa Barbara to Catalina Blvd.  Why is it so difficult to keep these lights on?,https://getitdone.force.com//TSWViewReportDetail?Id=500t000000334ujAAA,Duplicate,Street Light Light Out at 1145 Moana Dr,1.0,1,60730072001.0,7200.0,1,1500000US060730072001,60730072001.0,20.6,26.0,19.9,2860.0,2560.0,2271.0,47.0,8.0,141.0,0.0,0.0,93.0,0.0,93.0,300.0,0.0,9.0,19.0,12.0,9.0,18.0,18.0,9.0,10.0,8.0,41.0,75.0,27.0,76.0,39.0,180.0,130909,0.0,550.0,34996,482.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,20.0,0.0,11.0,28.0,0.0,828700
31,96729,,33.0272165,-117.0857323,7/30/16,Street Light,Street light is out at Pablado and Capilla.,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000001ugUTAAY,Assigned,Street Light Light Out at 11360 Poblado Rd,3.0,1,60730170313.0,17031.0,1,1500000US060730170313,60730170313.0,32.4,26.2,36.0,2217.0,1548.0,1128.0,71.0,0.0,234.0,0.0,0.0,115.0,7.0,108.0,669.0,22.0,6.0,17.0,35.0,21.0,0.0,51.0,21.0,13.0,43.0,66.0,209.0,105.0,6.0,67.0,0.0,86591,11.0,671.0,26532,374.0,308.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.0,115.0,61.0,13.0,302600
18,99210,,32.7300705,-117.2446005,8/12/16,Street Light,PER CUSTOMER THERE IS A LIGHT OUT ACROSS THE STREET FROM THE ADDRESS.,https://getitdone.force.com//TSWViewReportDetail?Id=500t000000334wBAAQ,Assigned,"Light Out at 1247 SAVOY ST, 92107",1.0,1,60730072001.0,7200.0,1,1500000US060730072001,60730072001.0,20.6,26.0,19.9,2860.0,2560.0,2271.0,47.0,8.0,141.0,0.0,0.0,93.0,0.0,93.0,300.0,0.0,9.0,19.0,12.0,9.0,18.0,18.0,9.0,10.0,8.0,41.0,75.0,27.0,76.0,39.0,180.0,130909,0.0,550.0,34996,482.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,20.0,0.0,11.0,28.0,0.0,828700
